Text,toxic
hm pe aik ehsaan krna k ab match na khelna jan chor de,0
shoaib Malik bohat sust insaan hai,0
wo sala ganja charman pagal hua hai bakria palne nhi rakta bana chairman,1
Is Lanati Ko Kaya Kaha Jai Hamaray Samajh Mai Nahi Aata...,1
Oldman Jao bhai q tabah kar rahy ho pak cricket ko,0
. 20 sal say nahusat phelai hui hai tum nay.. ab jan chor do.. laalchi admi..,1
Ho jao retire warna fare well match bhi khel ne nahi milega.,0
retire ho jao na or barbad kro team ko khelna to apko ata hi nhi you are a biggest looser,0
kayonkay tum aur tumaray poora khandan bayghirat hai tum in the ghatia player aur insan ho,1
team ko jeetwa nahi skty tum chutiya,1
Jan chor ab madarchood,1
Maza nahi arha camera work ka.ajeeb chutiya camera wala ha,1
"batting to hoti nahi ab bowling b nh hoti 2 over me 20 run ,retire plz",0
Qassabi shoro karo. Apko cricket kailna nai atha.,0
lekin ap logon ko kbi sharam nhi ani,0
ye to hain he cheater,0
chood k rakh di ha team ki,1
team he chudi hui ha,1
madarchoodon ki team ha,1
9 punjabi 2 pathan lora jeeta ga pakistan,1
bohat harami ha in ye punjabi,1
kesay ganday log hain ye,1
team me chutiyon ko bhara hua ha,1
kia maa chudai laga rakhi ha ye team me,1
kachi sharaab se fursat nhi hai CM sindh ko,0
ye CM choot minister hain bhosri k,1
karachi ki maa chud rahi ha ye bhng pee k bethay hain,1
haramkhor hain cm sahab,1
ajeeb chutiye ko bithaya hua ha CM pe,1
ye karachi ko aag laga dengay,0
karachi ko tabah or barbad kar k raha dia ha begairton ne,1
karachi ko lawaris kardia ha bhosri walao ne,1
ye karachi ki awam he chutiya ha,1
pehlay us bhudday ko bithaya hua tha,0
Aj ap ne puri qom ko rulaya hy Allah puchega ap se,0
ab to sach bolde bhosri k,1
mozila firefox kaafi slow hai ghatiya,1
error aa raha he janab kia bakwas ha ye,1
bakwas post,1
ye virus remove nai karta ghatiya ha,1
Main nay kuch din pehlay chek kia hai bkwas hai...kisi kam ka nahin.,1
kisi kam ka nahe hai ho tum,0
Bilkul Fazoooool hain,0
Mujhe fb se nafrat hai ye b same,0
samaj nahi aya kia ha ye,0
ye trick kam nahi kar rahi kia bakwas ha,1
India Kabhi Hamara Dost Nahi Ban Sakta,0
han to ham madarchoodon ko dost bantey bhi nai hain,1
"wo kya khaaak rang laai gi,,",0
bohat he koi chupak larki thi bhai,0
gand se chipak gai thi,1
thi bhi wo gand se pagal,1
itni koi bachodi,1
firaon ki aulad,0
firaon ki mouth meray ga,0
yar ye kia chutiya banda ha,1
koi gali nai dega ab benchod,1
kon madarchood gali de raha ha,1
Mjhse jtni help ho skegy krnga baqi KU wale gandu nikle to me kch ni kr skta phr,1
Bs koi haramipan Mt krna kanjar,1
L00k At Maryam Safdar W0h Kya Kehtay Hain K Buddi Gh0ri Lal Lagaam..,0
apni language aati nhin chale dusron ki seekhney... ;P,0
Ese logon ko naa urdu ati hai aur na english,0
jisey apni mother tongue nhin aati woh shame hai apney liye... ;),0
Those chichorey log.... hate them.... meri class fellow h ek she use to do this.... nd muj boht ghussa aata h us pr,1
Hate those..... nafrat he aise logon se..,0
aisey log kabhi apna future better nhin kr paengey coz they know anything compeletly... ;),0
perhayi puri huwi nhin aur gand masti karne chalay,1
"Hairstyle bilkul neat nahi tha,",0
Q Remove kartay Ho Hmaray Comments ... kaminay,1
"Nahi, as such to bilkul nahi bol rahay tum",0
drama specialy wali and fara or fara ki ma ka roll bekar haii uski jaga kisi or ko hona chiye tha,0
dekh bhai usne thujhay kala bola Q K tu kala ha,0
nikal ja yahan se kalay kalootay,0
gari maar k chali jaye gi nazar bhi nai ayega nikal yahn se,0
hum yahn rape k case dekh rahay hain wo bhosri ka discrimination ki complaine lay k arhay ha,1
kesay kesay chutye paida ho gaye hain,1
un me aik chutiye tum bhi ho,1
100 insaan martey hein to mar jaeen laikin larki ko nanga dekh liya to qayamat ajaye geee,1
Koi mujhay yeh maloom kardey Kay Ansar ka Baaap bhee Mullah thaa Kay yeh family ka pehla pagaal hay.,1
Pehele to dekhne ka maza lete ho phir protest? Bahut nainsafi hai ;),0
Sahafat Dhanda ho gaya isi lyay zawal pazir hay,0
madarchood sahafi hain,1
lifafa sahafi a rahay hain,0
mulk ko bechany walay kanjar,1
koie sharam hothi hai koi haya hothi hai. Aap jis group mai kaam kartai ho us nai tho pak saqafat ka janaza waisai hi nikala h,1
NAWAZ SUR ZARDARI PAKISTAN KE HARAMI KUTTE HAI,1
nasoor hain bharway,1
khandani kanjar bharway,1
mulk ko kha jayengay,0
inko begairton ko khatam karna zaroori ha,1
gand me bomb laga k gand pharni paray gi,1
salon ko goli se ura do,0
ye pakistani qoam bhi bohat kanjar ha,1
is qoam ki gand me danda karne ki zaroorat ha,1
neech qoam,1
nawab zada mansoor khan PTI ki position kharab kr rha ha,0
yeh sarey choor gundday Pakistan sey bahir hi jayein geye aur yeh sudia yah dubi hi inka tekana hai,1
kya baat hay behas key lanat hy wasay,1
PPP ne Sindh ko loot kar tabah kardia ha,1
PPP k Chooron ko phansi deni chaiye,0
PPP apni Choori chupaana chahti ha,0
PPP me saray he madrchood hain,1
PPP walay sirf kahna jantay hain,0
PPP ne sindh ko khandar bana dia ha,0
PPP kha jaye gi karachi ko bhi,0
ye sindhi kabhi bhi karachi ko nahi choraingay,0
bharwaon ka kahta yahan se chalta ha,1
karachi ko soba banaye ki baat karo to gand jalti ha,1
karahci ko soba banan chahiye bharwon se peecha churwao,1
Dono ka hi fazool hai,1
dafa hogai tum bhi wahaan wapus mat Ana,1
VIP culture and choron k chowkidar.,0
Sapoliyee aaj bhe zinda hey aur duss rahe hey logon ko,1
karahci k halat buray se buray hotay ja rahay hain,0
karachi ko bhi chood k raha dia ha,1
moen jo daro bna dia ha karachi ko PPP kanjaron ne,1
Imran khan muje tumari shakal se b nafrat ha pti murdabad,1
Imran khan ka chapal ke barabar tum sare unparah,0
Sab Se Ziyada Corruption Pti May hay,0
pti me bhi sahi kanjar bhary hain,1
saree dunya koo pata ha Chursee ha woe,1
Kpk m koi change nii aya phly sa zida khrb ho gy hai,0
Imran khan tumary darny ny pakistan ka berahgarq kar k rakh dia ha,1
jalsy bry bry vote zero hahahahha khuptan apni aukat pehchan.looser.dua kr muhn na kholy reham khan,0
ajate hain vote dete nahi,0
wese kam dehshat gard aye hoe he yaha wazeristan se jo ap bhi ajate he,0
"tum jahan bhi jao gy tumhain shikast hi ho gi jab tak apna way of politics, ethics , moto and goals darust nahi kar laitay",0
main room dykoon gi kb yah kanjoos apkooo add krta ha,1
Media Munafiq hai sirf PPP ko tanqeed ka nishana bnata hai,1
Log apnay kartooto ki waja se martay hai. ',0
Itna hi dar ha to ghar se bahir na niklen... Ya london chale jaen jhan ye log line ma khare ho k her kam karte ha...,0
but afsoos vote unhi bhatta khoor ko mily gy,1
Ghanta ye log Kous rahe hain Traffic jamm hone par iws also there,1
chal nikal riyaasti khan tayyari karlay tujhe rona hai 5 dec k baad,1
sab logon ko ulo banaya.shutup hoa hai pti &ilzam khan ne,1
Gandu admi apni non serious halat check kar.,1
khan shb bkwas ki bh had hti hai,1
IK syasat pe baat kro aj kal cricket se ab retire ho gae ho shame on u,0
harami nasal tere gand pe jo Najam sethi ne puncture lagaye wo bhool Gaya hai dalay,1
Oo Bhai Kafir ho kiya?? Zinda hai Bhutto Zinda hai. Marta sirf Amm Admi hai bhai...,1
zardareeeees not bhuttooooooos. Kia bhutto sb ko maar k mary ga,1
"Talaaq ho nahin rahi, TALAAQ HO Gai. Sharm naal Doob ke Mar Ja IK Niazi.",1
Yes absolutely rigth sir ye hukamran yehi tu chahtey hai key ye kom mari rahey ager kom jag gai tu in ka kiya ho ga,0
"PPP ,PMLN & PMLQ k looty apni party main leye Hi agR cocaine si fursat milli TU kabi sochna s PR jhoti Khan,ilzam Khan",0
Pata nai kab es currupt logo sa chutkara milayga,0
"PMLn election jeetny k k liye kissi ko kafir, yahoodi, tu kiya apny maan baap sy zina bhi karny ko tayar ho jaye gain",1
PTI ka members apny hi party ka members ka sath fraud kar rahe hai aur apny members ko support nahi karti.,0
sb ko pkre jo jo b corpet ha kisi ko b nhi chourna pti darna nhi,0
sub ki gandian band ho rahi hain NAB se,1
gand phar rahi hain na NAB,1
ab maza ayega ga madarchoodon ko,1
bohat nasli kanjar log hain,1
ja jhoti dokha baz,1
Khan we r wd patwari bhonkty rhen ge inki adat hy haram inko hazm nhi hota ya khudgharz log hain,1
khan shb ab is rag ko alapna chr dn aur koi kam bhe kr ln.,0
mr.waseem aap ko nawaz kee corruption nahin nazar aati.ya andhey ho?,1
barra kaam ker diya hy ... IK tum boht barry rangbaaz ho,0
kb tk awam KO bewaqof banvoge.munhosssssss,1
"apka minister TU arrest Hi,sub KO pata Hi k illegal mining PERVIZ KHTK kr rha Hi.likn ap khamosh ho",0
"2005 Imran khan k liay zilat bhara saal raha, specially karachi sy jo zilat in ko mili hy woh yaad rakhny wali hy",0
Dr Asim k hospital mai terrorst ka ilaj haram to niazi k hospital mai taliban treatmnt kaisay halal,1
tum jese waris Mir k harami pile k tu Bohat acha raha. Uska jawb Nai dena????,1
bht zalalaat ka saaal tha imran sb k lye ...,0
aysy hi rota rahe ga sala,0
in sha Allah issi saal b hamesha ki tara zalil ho ga,1
is insan par mazeed bura hoga,0
"asal main baat yeh hai, kuuti k putar, kis ki ollad",1
yah tu app ny khud admit kr lia kah app racist hain ;-),1
"kaali rangat pe na pasandeedgi, kalay dhan wala prefrable",0
zaror toney he gas mari hogi begairat,1
zehreeli paad,1
itni koi gandi paad marta ha ye banda,0
bhraway kia khata ha,1
moli k pahatay kha k aya ha bhrwa,1
tu meray ghar nai ayega ghar ka mahool kharab kar dega,0
hamesha bachoo k tarah rota rehta hai,0
"Earthquake sy zameen hilti hy,log nahi hilty, wo ussi tarah beyiman hain, jhoot bolty hain,Political Ldrs ko tu ehsas bhi nahi",0
axha really to kb be izti krany aaon,0
teray ko to chood k phekoon ga aik din,1
chal bay itni sasti randi ko me nai choodta,1
konsa teray loray pe sonay ki coating hui ha,1
ap muhlay ki kisi b shadi me nach lain frak nhi parta pr dushman ki shadi pe bhangra dalain tu farak parta hy,0
Adnan Sami Jaisay Beghairat abhi kum hein,1
gandi nali k gandey kiday aisey hi hoty hai,1
jis thali me khata ha usi me cheed karta ha madarchood,1
ye to bara he koi bharwa nikal,1
adnan sami teri kuss me fire,1
abay iski kuss itni bari ha kitnay fire marey ga,1
gun machine chaleingay iski kuss me,1
iski kuss me alam channa ka lund..ye theek ha??,1
alam channa ki 12inche ka lund lek ghoomta ha,1
thujahy pata karna ha to gand marwa k dekh le,1
baday lund k shookeen,1
bohat ganday log ho tum log,1
meri yeh samajh mein nahi aaraha k adnan sami jese lalchi bhagoron ko itni ahmiyet kiun di jarahi hai..,1
onka ziker bhi nahi kerna chahiye kanjaron ka,1
prani bat he kute ka nam bhi na lo ab koi or btera bhi ure ga is k pechay,1
dhobi ka kuta ghar ka na ghaat ka.... Adnan sami ki Yehi halat h0ni he ab,1
adnaan sami khan ki pakistan mein koi ahemiat nahi hai,0
chutiyon ko ahemiat deta kon ha bay,1
jo apne ap se agai nikalne ki koshish krta hai wo mou ki khata hai,0
adnan sami ko wahan aik din zaroor zillat mili ge.,0
adnaan aur veena malik jayson ki pakistan me koi jagha nai,0
bharwa paa mar k dara dega gandu,1
itni bari to uski gand ha,1
Begerat baap ki kanjar aulad,1
Pmln nikammey,1
ZINDA RAHE BHUTTO BHAAR MEN JAYE AWAM,0
aj tv waly to bol rhy hain contact howa hae bc media walon ny b chutiya bnaya howa hae,1
JHOOTAY PER KHUDA KI LANAT,1
ye kabi na suddharey he inki raag rag mei khoon nhi craption hy,0
Kiun k be gherat obama hi to dehshat gardi karwata hai,1
Laanat inn attacks ko karnay aur karvanay walon pe.,1
jitni media wale logon ki ezatin uchlte hin us din se Darin jab road par log Jothe Marin Gaye. In anchors ko.,0
had hogaye koi sunta hi nahi insanniyat maar gaye shayad insano ki,0
laant zardari par,1
Neech hukmaranon k sath hr chez neche rhti ha,1
"ro kanjer ro, mar jana hai tu ny aisy he kuty ki trhan",1
"kuty k pily kahan hai Teri govt? Bakwas karni ati hai bas,masom log mar gye kanjer ki olad",1
Sary Charsi hn.Corruption ki lambi dastan.,1
"hahahahah lol nasal dar nasal RANG BAZ, daramay baz, qoom ko tarak ke batti ke peachy lagiya hoaa ha ?",0
shareefon k to kia kehny beragharak ho gia mulak ka,1
ye sharif sub se ziada harami hain,1
thandi jugtain marna chor do khaaa sb...leadr bno stage actr na bno,0
begheret imran israel playboy bastard koch sherem kero haya kero jhote dog ke beche,1
MUBASHER LUQMAN ARIF NIZAMI JESAY BODHAY ORKHAR DEMAG LOGON KO SHARAM NAHI ATI AK AURAT K KHELAF ZEHAR OGALTY? B JAMALO TIP,1
bilawal Bhutto Asif zardari ki zuban bol raha tha. PPP apny apko bachany k lye national plan ko kharab kr rahi he.,0
ppp govt corruption ko chupa rahi hai ye jhoota roona dhona hai,1
PPP k khilaf corruption ki wawela kar k es aar me nooni league wale pura Pakistan bech den g randi k bachay,1
lahoriyo sharam karo haya karo lodharan waloun se hi sekh lo kuch aj sabat hua waha khotay nehi khaye gey they!,1
aasteen ka saanp hay aur hamesha #Ik ko #Trap kar ke apni marzi ka bayan nikalwa leta hay.,1
Aisay begherat hukumran dunya ki tarekh mei nahin miltay,1
khoon main shamil hay Isi liye khoon ke har qatre main be gherti shamil ho chuki hay.,1
us charsi ki tou baat he na karain . Wo tou Pata Nahi kitni zilat likhya k laya hai ? But bhutho AB aur Nahi rahy ga,1
Chal dil meray...chor ye pheray...ye dunia jhooti.....log luteray,1
BaharoPhoolBarsao mera #Mardood aaya hay #Modi's visit.,1
"inn kali behro main lanti masood,dr dhakna danish,mushriq lickman aur hassan naswar sarayfahrast hai",1
PTI walo k agr BAP par tanqeed ki jaye tu itna nahi bolty jitna IK par tanqeed pe un ko AAG lgti hy,0
Imran Khan jab bhi sath dina ho bhonkta hai kameena,1
bhonkna Imran ka kam hai Hamara nhi,1
"abtak pak pr kutto ki hukumat rahi he,wo nazar nahi aai tume?",1
sub joot lag raha ha,0
lanat ho in dono par or aap pr b esa gatia news dene par,1
chor do wrna Dono samjhein gay doosray ki side li .... Akhroat Demag ha Dono ka,0
Sirf Chang ka Raag lapney se change nahi ata. Kutch kar ke dikhao baton ke elawa. idiot,0
Govt ke na ahli hai Sir.,0
Hakoomat ki chori chakari aur makkari aur khud gharzi,1
Hukomat Ki Na Ihli... Aur Shareef Brothers Ki Lalach..,0
hakomati na ahli hai. Bl k hakomati bad niyati hai.,0
oe ghaddar indian agent apna sada hua mu bund rkho,1
naya naya liberal ban jar pagal ho gaya hai,1
LUKH LAANAT BEGHAIRTA TE..... MUNH ACHHA NAHI TOU BAAT TO ACHI KAR.......,1
tm logon se essi begharti Ki hi umeed thi,1
tu aur tera tipu dono chutiye hai aur rahenge,1
Must be Holyday. Ganja and party mulk dushman hain.,0
lakh di lanat,1
Hamid Mir tum is mulak ka gaddar hai jis din qaum jag gai us din sab minister ke saath tum bhi phansi charrho gy,0
lanat Teri soch pr. Khud kuch krna Nahi. Aur dosroon ko krta dekh Nahi sakta,1
bachy khud kar na kuch haramzada,1
harami pilay kab tak jhooth bolay ga aur apnay pujario ko bewaqoof banaye ga lanti,1
lanti bastard gov pahle he kah chuki hai kisi cultural building ko destroy nai kiya ja rah phir kyu ghalt bahani karta hai,1
ro lanti harami ro.ro begirat jhootay bas ro,0
kuty k pily jo yahan bhonkta hai kpk mei kiuo nai karta? Haram ki olad,1
corrupt jahil doghlay be imaan shaitaan sift.makrroh log,1
sindh ma governer raaj nafaz ke jai karachi ka bera gharq kia howa ha kanjar sindhio ne,1
ik hi hain hum sb ko pagal bana rahy bus ....,1
laikin y log khud bhi kahin na kahin terrorists khud hain kisi aor dushman ki kya zrurat unhonorable stupid persons,0
is charsi khattak ka nasha utre ga tu kch pta chale ga is ko,1
dharna do. Tumay cpec say kiya. Besharmi ki koi inteha hoti hay,1
kamini awam so rahi hai filhal to wo kaise so jayen,1
tumhri padish per lanat Her waqat punjab per bhonkny waly u turn,1
jalne wale ka mu kala,0
gand bhi kali ha dekhay ga,1
dafa hoja yehi kali gand lay k,1
kabhi gand me doob k maar ha?,1
bonga bonga he hota hai,0
or chutiya chutiya..,1
teri tarha gandu to nahi hana,1
sikhandar bakht ko khud kia ata hai. chutya pr ki analysis hoti hai.,1
"Sikandar ne khud to koi karnama kia nahi siwaye bhokne k, pehle apne career ko dekhe phr Tanqed kare",1
Sikandar Bakht Ki khud ki performance zero thi. App geo say request ha es Fazoool insan ko sports program ma mat laya kro,0
"Jhote,kabi tu Sach bol diya karu.no right way of k0k poor niswar govt.no Badu needs provide,no vision.nalayaq stop chavlen.",1
lagta hi aaj phir Indians ka beizat hony ka mood hi,0
"ye Ishaq nahi ashan bas itna samjh lije, eak aag Ka dariya hai aur dub ke jana hai",0
lanat tere pe aur tere sab pujario pe,1
bastard tu b kabi altaf bhai k sath natural alliance bana rah tha ab altaf ko galiya deta hai.pahle kyu alliance ki bat ki,1
jhooth bol k sharminda nai hota beghirat,1
Imran Jhootey Randi key Bachey Salman Shahbaz Sharif Lahore mey hey Reham Khan key saath. Lanat Teri Munhoos shikal per.,1
uncle app chutiya q hain,1
niazi tere pujari lanti youthiye beshumar,1
Garam pani aa raha hay ghar mei tou chulloo bhar lay k doob marein sir ap !!,0
o kuttay jhootay lanati insan wo tera baap Salman Shahbaz lahore betha hai,1
"TALLAQI KHAN KO koi sharm nhe aate,beghirat Hi jhoota Hi.hr waqat cocaine main rehta Hi.",1
oye b c begairat khan tujhe khawab aya tha,1
imran khan tum jisa kuta begrat ghatyia insan es dunya mein ni hai lanat hai tery insan hony py tera bap lhr mein hai,1
bakwas kr rha hai,1
Zardari ka dawa galat he yeh dehsat gardon ke sahoolat kar hen,0
rishwat bap ki ulad,0
Mujy to ye Modi ki nahosat lag rahi hi.,0
PPP buhtto k nam pee mulk koo luut rahie hye the loog kuch b keeh saktye heen kuch b kar sakty heen,0
"patwarioo kbhii apny ganjay Pm ky kartoton py khamosh b rhaa kroo, bila wjaa ka rolaaa dlaa hutaa",0
ye bilawal bhi sahi gashti ha bharwa,1
paat nai lulli ha b ya ni is k pass,1
shaik rasheed kaat k lay gaya hoga lund iska,1
khusra lagta ha shakal se,1
nawaz sharif k jooty chatny walo apni ouqat ma raho .. khan ne ic mulk ko jagaya hai.,0
andy to tum logon ko paren gy jahil patwariyo ... ganjy ki oulado,1
is ganjay ko gand se tang dena chahiye,1
gand se pagal hain dono bhai,1
inko to inta maar na chahiye begartoon ko,1
mulk ka satya nass kar dia ha,0
uncle sooji ha ..han....to kam gand marwaya karo na,1
bhag bhosri walay,1
pata nai kahan kahan se ajaya hain bawaseer k bachay,1
tum apni shakal maat dikhaya karo lund jesi,1
lund ko lund jesi he cheezen dikhai gi na,1
sharam ani chaiye sub leaders ak j se hain koi b thek Nahe ha,0
imraan nawaz kanjer ur zardari b mqm ye saray kanjer mumtaaz Hussain Qaderi k dushman hain ye saray kunjer,1
oaay kanjraa btaa tu ne mumtaaz Hussain Qaderi ki mukhalfit kion ki,1
lawde madaar chod kya hai re a,1
Imran khan doob k mar ja aaj Mumtaz qadri ko phansi ho gai hai,0
haha ab matlab next time imran khan zaror bakwas kare ga raheel sharif k bare men,0
gando Chutiya bana na band kar logoun ko zani,1
rona tere kismat mai hai kameenay,1
khan sb nawaz k muu per potti ker dein,0
khod to kuch karte nae hy dusre sahe kam kar rahe hy unhain giriftar kar rahe hy,0
Khan Sb is quom ka kuch nhi ho sakta ye byhis log hain.,0
ye kanjar log hain bhai,1
dr Shahid Masood Pakistan Dushman,0
Aisa hi lagta hai. Koi sur pair nahi aur ajeeb bachgana larayan aur relationship hai dono ka.,0
bakwaaaaaaaasss hai,1
muhabbat k fooran baad agr koi shukk kary to sub ko mil kar usy gaaliyan deni chaye',0
moeez itna ganda meesna nikle ga kameena,1
farisha lalchi ko tou daikhne ka dil bhi nhe karta tha drama main.,0
rameez ziada bura lagne ki bijaye us pe thora sa taras ata tha ajeeb he cheez tha wo psycho.,1
jb inn ka morning show koi dekhta nhi to cheap tactics se ratings barhany ki koshish krty hain ye log!! What a shame!!,0
Wesey Nida yasir ka show sabbbb se bekaaar show hai .bakwas tareen .awen ghaseet rahi hai is morning show ko.,0
farah kaminee tr tr ..sari zindagi khawar kiaa aur kalma bhi nahi parhne dia.,1
